2009 Trek Jet 16,750,56416,200,
2012 Trek Jet 20,750,56417,200,
2008 Trek MT 16 Boy's,750,60939,200,
2008 Trek MT 16 Girl's,750,60940,200,
2016 Trek Mystic 12,750,56424,200,
2010 Trek Mystic 16,750,56425,200,
2009 Trek Mystic 16,750,56425,200,
2002 Mosh Bagley 1 Star,960,54273,200,
2001 Mosh Bagley 2 Star,960,53204,200,
2001 Mosh Method 2 Star,960,53211,200,
2000 Mosh Mosh CM,960,51474,200,
2000 Mosh Squat,960,51476,200,
2008 Haro Backtrail X0,687,54063,200,
2003 Haro Backtrail X1,687,51253,200,
2002 Haro Backtrail X1,687,51253,200,
2004 Haro F2,687,55032,200,
2003 Haro F2,687,55032,200,
2010 Haro Girl's Z16,687,68986,200,
2003 Haro Mirra 360,687,54070,200,
2002 Haro Revo,687,47468,200,
2017 Haro Shredder 18,687,83037,200,
2016 Haro Shredder 18,687,83037,200,
2016 Haro Shredder 18,687,83037,200,
2016 Haro Shredder 18 - Girl's,687,83038,200,
2016 Haro Shredder 18 - Girl's,687,83038,200,
"2002 Haro TR2.2 24""",687,52985,200,
2014 Haro Z12,687,57663,200,
2013 Haro Z12,687,57663,200,
2013 Haro Girl's Z12,687,74141,200,
2003 Haro Mirra 360,687,54070,200,
2017 Haro Shredder 18,687,83037,200,
2016 Haro Shredder 18,687,83037,200,
2016 Haro Shredder 18,687,83037,200,
2017 Haro Shredder 18 Girls,687,89318,200,
1998 Haro Vector V20,687,45693,200,
2014 Haro Z12,687,57663,200,
2013 Haro Z12,687,57663,200,
2010 Haro Z16,687,57664,200,
2009 Haro Z16,687,57664,200,
1993 Spectra Blackhills,742,41647,200,
2010 Free Agent Champ,801,43969,200,
2008 Free Agent Champ AL,801,60025,200,
2008 Free Agent Trail Bandit,801,56674,200,
2007 Free Agent Trail Bandit,801,56674,200,
2010 Free Agent Champ,801,43969,200,
2008 Free Agent Champ AL,801,60025,200,
2004 Schwinn Automatic Comp,736,51592,200,
1998 Schwinn Predator (01),736,48004,200,
2001 Schwinn Predator Comp,736,49951,200,
2000 Schwinn Predator FW,736,49952,200,
1999 Schwinn Predator FW,736,49952,200,
1997 Schwinn Predator FW (01),736,46318,200,
2003 Schwinn Sequence FS-2,736,54382,200,
2003 Schwinn Cruiser SS,736,44752,200,
2013 Schwinn Wayfarer,736,75697,200,
2017 Schwinn Aerostar,736,49924,200,
2010 Schwinn Aerostar,736,49924,200,
2014 Schwinn Aerostar - Boys,736,85886,200,
2004 Schwinn Frontier 24,736,49933,200,
2015 Schwinn Lil Stardust - Girls,736,85902,200,
2004 Schwinn Mini Mesa,736,56296,200,
2017 Schwinn Stardust,736,49960,200,
2010 Schwinn Stardust,736,49960,200,
2014 Schwinn Stardust - Girls,736,85918,200,
2004 Schwinn Frontier 24,736,49933,200,
2009 Mirraco Apprentice 12R,1046,61756,200,
2010 Mirraco Apprentice 16,1046,60484,200,
2009 Mirraco Apprentice 16,1046,60484,200,
2011 Mirraco Pre 16,1046,70638,200,
2007 Mirraco Signature,1046,60492,200,
1993 Sterling Space Mountaineer,744,41664,200,
1993 Sterling Speed Machine,744,41665,200,
2008 KHS Hot Rod,692,65941,200,
2007 KHS Hot Rod,692,65941,200,
2003 Nirve Seize,991,55331,200,
2012 Nirve Paul Frank Devil Julius,991,72548,200,
2012 Nirve Hello Kitty Little Kitty,991,66405,200,
2007 Nirve Tension,991,66418,200,
2004 Kustom Kruiser Glide,1031,74870,200,
2004 Fuji Sanibel,681,49323,200,
2001 Fuji Shakalaka,681,52841,200,
2002 Fuji Regis,681,40994,200,
2001 Fuji Regis,681,40994,200,
2000 Fuji Regis,681,40994,200,
2001 Fuji Blaster,681,40984,200,
2000 Fuji Blaster,681,40984,200,
1993 Fuji Blaster,681,40984,200,
1998 Fuji Blaster (02),681,47349,200,
1994 Fuji Blaster 6,681,41913,200,
2004 Fuji Darling 16,681,55795,200,
2004 Fuji Dynamite 16,681,55799,200,
2008 Fuji Fazer,681,62538,200,
2010 Fuji Fazer 16,681,61467,200,
2008 Fuji Fraser 20,681,60055,200,
2010 Fuji Girl's Kit,681,67126,200,
2011 Fuji Kit,681,61469,200,
2010 Fuji Kit,681,61469,200,
2011 Fuji Princess Inari,681,60076,200,
2008 Fuji Princess Inari,681,60076,200,
1996 Fuji Sandblaster,681,40998,200,
2001 Fuji Boulevard,681,49319,200,
1999 Fuji Odessa,681,41916,200,
1995 Fuji Odessa,681,41916,200,
1998 Fuji Odessa (01),681,45556,200,
1998 Fuji Odessa (02),681,45557,200,
1996 Fuji Sandblaster,681,40998,200,
1995 Powerlite P-16,814,43038,200,
1997 Wheeler 200,753,46811,200,
2001 Jamis Earth Cruiser I,690,45793,200,
1996 Jamis Earth Cruiser-2,690,44125,200,
2005 Jamis Capri 2.0,690,55964,200,
2004 Jamis Capri 2.0,690,55964,200,
2005 Jamis Fester 2.0,690,55972,200,
2011 Jamis Laser 2.0,690,56867,200,
2011 Jamis Starlite,690,57718,200,
2011 Jamis Starlite 20,690,63991,200,
1997 Univega Activa Action,751,41725,200,
2001 Univega Mountain Force 24,751,53587,200,
2001 Univega Rover 300,751,45041,200,
1997 Univega Rover 300,751,45041,200,
2006 Mongoose Menace,707,42900,200,
2003 Mongoose Menace,707,42900,200,
2002 Mongoose Menace,707,42900,200,
2001 Mongoose Menace,707,42900,200,
1999 Mongoose Menace (02),707,49644,200,
1999 Mongoose Menace Cruiser,707,45960,200,
2006 Mongoose Mischief,707,54259,200,
2004 Mongoose Mischief,707,54259,200,
2003 Mongoose Mischief,707,54259,200,
2002 Mongoose Mischief,707,54259,200,
2008 Mongoose Pit Crew,707,57809,200,
2006 Mongoose Pit Crew,707,57809,200,
2000 Mongoose Sniper,707,49661,200,
1998 Mongoose Sniper (03),707,47714,200,
2001 Mongoose Stylist,707,53175,200,
2008 Mongoose Subject,707,57814,200,
2002 Mongoose Switchback,707,41321,200,
2010 Mongoose Blaze,707,67753,200,
2010 Mongoose Micron,707,69361,200,
1998 Mongoose Mt. Grizzly,707,41318,200,
1993 Mongoose Mt. Grizzly,707,41318,200,
1995 Mongoose Stormer,707,42906,200,
2003 Mongoose Rockadile,707,41319,200,
2002 Mongoose Rockadile SX,707,41320,200,
1995 Mongoose Stormer,707,42906,200,
2002 Mongoose Switchback,707,41321,200,
2006 Mongoose Menace,707,42900,200,
2003 Mongoose Menace,707,42900,200,
2002 Mongoose Menace,707,42900,200,
2001 Mongoose Menace,707,42900,200,
2011 Manhattan Cotton Candy,1096,70000,200,
2010 Manhattan Cotton Candy,1096,70000,200,
2003 Titan Bicycles AE - Freestyle,1013,54459,200,
2002 Titan Bicycles AE - Freestyle,1013,54459,200,
2003 Titan Bicycles Docksider Classic 7,1013,54461,200,
2002 Titan Bicycles Docksider Classic 7,1013,54461,200,
2003 Titan Bicycles Screamin' Eagle,1013,54463,200,
2002 Titan Bicycles Screamin' Eagle,1013,54463,200,
1999 Robinson Rebel (01),817,49857,200,
2016 Torker Unistar LX (20-Inch),916,67557,201,
2006 Diamondback Joker,679,47228,202,
1999 Trailmate EZ Ride,886,46458,203,
1998 Trailmate EZ Ride,886,46458,203,
1998 Caloi Pan Am 1,671,46951,203,
1998 Caloi Rio Cruz,671,46953,203,
1993 Parkpre Comp 20,716,41394,204,
2009 Redline MX 12,816,60623,204,
2009 Redline MX 12,816,60623,204,
1997 Free Agent Eluder (02),801,45546,204,
2001 Redline 360,816,74657,205,
2008 Diamondback Della Cruz 24,679,57416,205,
2008 Diamondback Della Cruz 24 Girl's,679,65514,205,
2008 Diamondback Della Cruz 24,679,57416,205,
2003 Mosh Brass Mini,960,55314,205,
2003 Mosh Method 2 Star,960,53211,205,
1997 Haro Group 1 Ti (01),687,45680,205,
1998 Haro Revo,687,47468,205,
1996 Powerlite P-19,814,43039,205,
1995 Univega Cobra,751,74581,205,
1995 Univega Rover 301,751,43330,205,
2008 Redline Rival,816,56262,206,
2000 Dyno VFR,800,43948,206,
1997 Dyno VFR,800,43948,207,
1995 Python Serpent,815,43057,208,
2012 Novara Moxie 24'',715,90322,208,
2002 Torker Boardwalk 6,916,74753,209,
2002 Torker Alpental,916,53548,209,
2002 Torker Alpental girls,916,53549,209,
"2017 Norco Mermaid 14"" Coaster",714,89566,209,
2016 Norco Mermaid Girl's - 14-inch,714,88184,209,
1995 Norco Micro Mountaineer,714,41373,209,
1993 Norco Micro Mountaineer,714,41373,209,
1995 Norco Mini Mountaineer,714,41375,209,
"2017 Norco Ninja 14""",714,87331,209,
"2017 Norco Ninja 14"" Coaster",714,89572,209,
1995 Norco Mini Mountaineer,714,41375,209,
1998 Bianchi Wildcat 24,661,46890,209,
1998 Research Dynamics Coyote Team Extreme,726,47863,209,
1999 Iron Horse Journey,689,49477,209,
2003 Hoffman Condor 18/20,854,55070,209,
1999 Electra Deluxe,846,68126,209,
1999 Electra Deluxe,846,68126,209,
1994 Nishiki Rally,713,42121,209,
1998 Dyno VFR (02),800,47267,209,
1998 Dyno Zone (02),800,47273,209,
2000 Haro TR 2.2,687,51268,209,
2004 Free Agent Air Strike,801,51192,209,
2017 Free Agent Speedy,801,47345,209,
2016 Free Agent Speedy,801,47345,209,
2017 Free Agent Lil' Speedy,801,54949,209,
2016 Free Agent Lil' Speedy,801,54949,209,
2017 Free Agent Speedy,801,47345,209,
2016 Free Agent Speedy,801,47345,209,
2005 KHS Manhattan Aero II,692,56002,209,
2004 KHS Manhattan Flyer,692,56003,209,
2001 KHS Town & Country,692,49548,209,
2000 KHS Town & Country,692,49548,209,
"2005 KHS Manhattan Aero II 24""",692,56919,209,
1996 KHS Montana Raptor,692,42757,209,
1995 KHS Montana Raptor,692,42757,209,
1999 KHS Montana,692,41995,209,
1996 KHS Montana Raptor,692,42757,209,
1995 KHS Montana Raptor,692,42757,209,
2001 KHS Town & Country,692,49548,209,
2000 KHS Town & Country,692,49548,209,
2013 Fuji Kit,681,61469,209,
1998 Powerlite P-19 Falcon (01),814,47809,209,
1996 Univega Islander One,751,45033,209,
2012 Manhattan Lil' Daisy,1096,70001,209,
1997 Jeep Wrangler SE,905,45808,210,
1996 Star Cruiser Tradition LT-6,883,44859,210,
1998 Star Cruiser Tradition LT-7,883,48121,210,
2003 Del Sol SPF 1,1005,53946,210,
1996 SainTropez HillWinder,881,44729,210,
2005 Felt Base 20,1006,55760,210,
1998 Gary Fisher Mr. Skinner (01),682,47374,210,
2001 Gary Fisher Spike,682,74333,210,
2008 Torker Boardwalk 24 Step-Thru,916,60879,210,
2008 Torker Boardwalk Step-Thru,916,60883,210,
2015 Torker Throttle 20 - Kid's,916,86256,210,
2017 Torker Wildflower 20 - Girl's,916,86259,210,
2015 Torker Wildflower 20 - Girl's,916,86259,210,
2013 Phat Cycles Sea Wind,1090,69157,210,
2014 Phat Cycles Sea Wind - Women's,1090,82333,210,
"2016 Phat Cycles Sea Wind 26"" (1-Speed) - Women's",1090,85655,210,
2008 2-Hip Cyclone,1016,59608,210,
2011 Giant GFR CB,683,56734,210,
2010 Giant GFR CB,683,56734,210,
2009 Giant GFR CB,683,56734,210,
2017 Giant Motr 20,683,82071,210,
2001 Giant Simple,683,52866,210,
2013 Giant Animator,683,43993,210,
2011 Giant GFR CB,683,56734,210,
2010 Giant GFR CB,683,56734,210,
2009 Giant GFR CB,683,56734,210,
2017 Giant Motr 20,683,82071,210,
2013 Giant Pudd'n,683,44015,210,
2017 Giant XTC Jr 20 Lite,683,86990,210,
1996 Bianchi Bobcat,661,74261,210,
2003 Specialized 415 StreetBoy,741,55489,210,
2005 Specialized Fuse 1,741,56343,210,
2017 Specialized Boy's Hotrock 12 Coaster,741,71608,210,
2016 Specialized Boy's Hotrock 12 Coaster,741,71608,210,
2013 Specialized Boy's Hotrock 12 Coaster,741,71608,210,
2012 Specialized Boy's Hotrock 16 Coaster,741,71610,210,
2017 Specialized Girl's Hotrock 12 Coaster,741,71609,210,
2016 Specialized Girl's Hotrock 12 Coaster,741,71609,210,
2013 Specialized Girl's Hotrock 12 Coaster,741,71609,210,
2012 Specialized Girl's Hotrock 16 Coaster,741,71611,210,
1999 Specialized Hotrock 20,741,44845,210,
2018 Specialized Riprock 12 Coaster,741,91085,210,
2018 Specialized Riprock Coaster 12,741,87921,210,
2017 Specialized Riprock Coaster 12,741,87921,210,
2008 SE Racing Bronco,819,65951,210,
2008 SE Racing Bronco Mini,819,61962,210,
2008 Dahon Boardwalk S1,677,67285,210,
2008 Dahon Boardwalk S1,677,67285,210,
1998 Iron Horse IFR (02),689,45775,210,
2000 Iron Horse Maverick,689,74377,210,
2001 Redline Petty Cash,816,53308,210,
2011 Redline Raid 16,816,64258,210,
2008 Redline Romp,816,55402,210,
2003 Redline Slash,816,55404,210,
2010 Redline T&T; Roam,816,69176,210,
2011 Redline Raid 16,816,64258,210,
2008 Redline Romp,816,55402,210,
2000 Cignal Montauk,674,40931,210,
1995 Cignal Rialto,674,40936,210,
1999 Cignal Ozark 24,674,42518,210,
1998 Cignal Ozark 24,674,42518,210,
2000 Cignal Montauk,674,40931,210,
2012 Diamondback Grind,679,52791,210,
2011 Diamondback Grind,679,52791,210,
2009 Diamondback Grind 16,679,61238,210,
2008 Diamondback Joker,679,47228,210,
2007 Diamondback Joker,679,47228,210,
2006 Diamondback Nitrus,679,53953,210,
2012 Diamondback Viper X,679,52802,210,
2011 Diamondback Viper X,679,52802,210,
2010 Diamondback Viper X,679,52802,210,
2000 Diamondback Viper XL,679,49272,210,
2005 Diamondback Wildwood Citi,679,55671,210,
2014 Diamondback Miz Della Cruz,679,56595,210,
2013 Diamondback Miz Della Cruz,679,56595,210,
2009 Diamondback Miz Della Cruz Girl's,679,65517,210,
2008 Diamondback Octane 20,679,53954,210,
2008 Diamondback Octane 24 Girl's,679,61246,210,
2008 Diamondback Octone 20 Boy's,679,65515,210,
1997 Diamondback Outlook 24,679,42594,210,
1995 Diamondback Outlook 24,679,42594,210,
2008 Diamondback Octane 20,679,53954,210,
2011 COBO 20-inch Boy's Bike,1103,71242,210,
2011 COBO 20-inch Girl's Bike,1103,71243,210,
2008 DK General Lee 16,922,55676,210,
2007 DK General Lee 16,922,55676,210,
2005 Electra Cruiser 1S,846,56617,210,
1997 Electra Hawaii,846,45520,210,
1996 Nishiki Bravo,713,42925,210,
1994 Nishiki Bravo A,713,42118,210,
1996 Novara Dirt Rider (02),715,44487,210,
1995 Novara Dirt Rider 20,715,42937,210,
1998 Gary Fisher Mr. Skinner (01),682,47374,210,
2001 Gary Fisher Spike,682,74333,210,
2012 Louis Garneau Eva-S,1089,70105,210,
2011 Louis Garneau Eva-S,1089,70105,210,
2010 Louis Garneau Eva-S,1089,70105,210,
1996 Dyno VFR,800,43948,210,
2000 Peugeot Monaco,718,47783,210,
1998 Peugeot Monaco,718,47783,210,
1999 Peugeot Jasper Jr.,718,49756,210,
2003 Sun Bicycles Boardwalk,981,74250,210,
2002 Sun Bicycles Boardwalk,981,74250,210,
2003 Sun Bicycles Comfort 7,981,55558,210,
2003 Sun Bicycles Retro Cruiser w/Alloy Whls,981,74832,210,
2002 Sun Bicycles Retro Cruiser w/Alloy Whls,981,74832,210,
2017 Sun Bicycles XL Unicycle,981,70243,210,
2016 Sun Bicycles XL Unicycle,981,70243,210,
2015 Sun Bicycles Flower Power 16,981,75867,210,
2009 Sun Bicycles Matrix,981,67796,210,
2015 Sun Bicycles Matrix 16,981,86218,210,
2017 Sun Bicycles XL Unicycle,981,70243,210,
2016 Sun Bicycles XL Unicycle,981,70243,210,
1994 Timberlin Fastrax,783,42308,210,
2005 Trek Classic Steel,750,64588,210,
2013 Trek Jet 16,750,56416,210,
2014 Trek Jet 20,750,56417,210,
2014 Trek Mystic 16,750,56425,210,
2013 Trek Mystic 16,750,56425,210,
2012 Trek Mystic 16,750,56425,210,
2014 Trek Mystic 20 S,750,86303,210,
2013 Trek Mystic 20 S,750,86303,210,
2017 Trek Precaliber 12 Boys,750,91264,210,
2017 Trek Precaliber 12 Boy's,750,86471,210,
2017 Trek Precaliber 12 Girls,750,91265,210,
2017 Trek Precaliber 12 Girl's,750,86472,210,
2008 Haro F1,687,65738,210,
2003 Haro F3,687,55033,210,
1995 Haro Group 1Ti,687,42699,210,
2001 Haro Revo,687,47468,210,
2017 Haro Shredder 20,687,83039,210,
2016 Haro Shredder 20,687,83039,210,
2016 Haro Shredder 20,687,83039,210,
2016 Haro Shredder 20 - Girl's,687,83040,210,
2016 Haro Shredder 20 - Girl's,687,83040,210,
1999 Haro T-Bone Select,687,49420,210,
"2001 Haro TR2.2 24""",687,52985,210,
2017 Haro Shredder 20,687,83039,210,
2016 Haro Shredder 20,687,83039,210,
2016 Haro Shredder 20,687,83039,210,
2017 Haro Shredder 20 Girls,687,89319,210,
2015 Haro Z16,687,57664,210,
2012 Haro Z16,687,57664,210,
2015 Haro Z18,687,62726,210,
2001 Haro Vector V0,687,45691,210,
2011 Free Agent Champ,801,43969,210,
2008 Free Agent Maverick,801,43972,210,
2011 Free Agent Champ,801,43969,210,
2011 Free Agent Girls' Champ,801,70806,210,
1998 Schwinn Predator (02),736,48005,210,
2001 Schwinn Cruiser SS,736,44752,210,
2016 Schwinn Aerostar - Boys,736,85886,210,
2011 Schwinn High Timber- Front,736,64289,210,
2011 Schwinn High Timber Girl's- Front,736,64287,210,
2007 Schwinn Mini Collegiate,736,59333,210,
2007 Schwinn Mini Mesa,736,56296,210,
2016 Schwinn Stardust - Girls,736,85918,210,
2015 Schwinn Stardust - Girls,736,85918,210,
2014 Mirraco Notch 12,1046,77942,210,
2003 Nirve Hypnotic,991,53223,210,
1997 Ruption TX-5,914,46246,210,
1993 Fuji Silhouette,681,41000,210,
1994 Fuji Blaster,681,40984,210,
2013 Fuji Fazer 16,681,61467,210,
2013 Fuji Girl's Kit,681,67126,210,
1994 Fuji Odessa,681,41916,210,
1993 Fuji Silhouette,681,41000,210,
1999 Powerlite Havoc (01),814,47803,210,
2000 Powerlite P-19 Falcon,814,51508,210,
1998 Jamis EC 1,690,47542,210,
1999 Jamis Explorer 24,690,45796,210,
1996 Univega Mountain Force 104,751,45039,210,
2008 Mongoose Menace,707,42900,210,
2000 Mongoose Menace,707,42900,210,
1999 Mongoose Menace (01),707,49643,210,
2009 Mongoose Motivator Mini,707,42902,210,
1998 Mongoose Sniper (02),707,47713,210,
2009 Mongoose Blaze,707,67753,210,
2008 Mongoose Menace,707,42900,210,
2000 Mongoose Menace,707,42900,210,
1997 Haro Group 1 Ti (02),687,45681,211,
2000 Robinson Rebel,817,43102,211,
1998 Norco Cherokee,714,41368,212,
1997 Wheeler 770,753,46822,213,
1997 Free Agent Eluder (01),801,45545,214,
2001 Torker Tristar,916,53555,215,
1995 Parkpre Comp 20,716,41394,215,
2010 Norco Girl's HiFi,714,66809,215,
2010 Norco Rainbow 20,714,68946,215,
2011 Redline Raid 20 (Coaster Brake),816,70801,215,
2007 Redline Recon,816,55401,215,
2011 Redline Raid 20 (Coaster Brake),816,70801,215,
2007 Diamondback Nitrus,679,53953,215,
1996 Diamondback Outlook 24,679,42594,215,
1995 Novara Dirt Rider 24,715,42938,215,
1994 Timberlin Land Rover,783,42309,215,
2010 Haro Girl's Z18,687,68985,215,
2009 Haro Z 18 V-Brake,687,61645,215,
2011 Haro Z16,687,57664,215,
2011 Haro Z16 Girls,687,63930,215,
2010 Haro Z18,687,62726,215,
2009 Haro Z18,687,62726,215,
1993 Sterling Mega 24,744,41661,215,
1993 Sterling Mega ST,744,41662,215,
2004 Fuji Sandblaster,681,40998,215,
2004 Fuji Sandblaster,681,40998,215,
2010 Jamis Laser 2.0,690,56867,215,
2007 Jamis Ranger XR,690,57716,215,
2007 Jamis Women's Ranger XR,690,65866,215,
2014 Opus Boy's BeeBike,1048,71518,217,
2014 Opus Girl's BeeBike,1048,71519,217,
2000 Dyno Dyno Zone,800,51180,217,
2001 Sun Bicycles Atlas Industial,981,53533,217,
2003 Sun Bicycles Atlas Industrial,981,55555,217,
1994 Specialized Hardrock 6,741,42278,218,
1998 Mongoose Stormer (02),707,47717,218,
1998 Mongoose Stormer (03),707,47718,218,
1998 Mongoose Stormer Mini,707,47719,218,
2016 Opus Dash,1048,71517,219,
2016 Opus Pixie,1048,71516,219,
1999 Norco Olympia,714,49699,219,
"2017 Norco Mermaid 16"" Coaster",714,89567,219,
2016 Norco Mermaid Girl's - 16-inch,714,88183,219,
1993 Norco Mini Mountaineer,714,41375,219,
2017 Norco Ninja 16',714,87332,219,
"2017 Norco Ninja 16"" Coaster",714,89573,219,
1995 Norco Cherokee,714,41368,219,
1993 Norco Cherokee,714,41368,219,
1993 Norco Mini Mountaineer,714,41375,219,
2017 SE Racing Draft,819,61965,219,
2017 SE Racing Draft,819,61965,219,
2001 Iron Horse Catskill,689,49474,219,
1997 Iron Horse XT 1500,689,41116,219,
2001 Iron Horse Catskill,689,49474,219,
2000 Diamondback Outlook 24,679,42594,219,
1999 Electra Hawaii 1,846,49290,219,
1993 Peugeot Churchill,718,41426,219,
1993 Peugeot Churchill,718,41426,219,
2006 Free Agent Maverick AL,801,56672,219,
2015 Free Agent Speedy,801,47345,219,
2014 Free Agent Speedy,801,47345,219,
2004 Free Agent Trail Devil,801,52824,219,
2003 Free Agent Trail Devil,801,52824,219,
2006 Free Agent Lil' Homie,801,54948,219,
2004 Free Agent Lil' Homie,801,54948,219,
2015 Free Agent Lil' Speedy,801,54949,219,
2015 Free Agent Speedy,801,47345,219,
2014 Free Agent Speedy,801,47345,219,
2011 Schwinn Cruiser One,736,64282,219,
2011 Schwinn Cruiser One Women's,736,64283,219,
2005 KHS Manhattan Aero Deluxe,692,56917,219,
2004 KHS Manhattan Aero II,692,56002,219,
2005 KHS Manhattan Flyer II,692,56008,219,
2006 KHS Latte,692,65940,219,
2006 KHS Latte,692,65940,219,
2003 KHS Town & Country,692,49548,219,
2006 KHS Raptor,692,45820,219,
2004 KHS Raptor,692,45820,219,
2005 KHS Alite 100,692,56906,219,
1994 KHS Montana,692,41995,219,
2003 KHS Sport,692,74396,219,
2003 KHS Town & Country,692,49548,219,
2003 KHS Sport,692,74396,219,
1996 Saint Marks LR-20,880,44724,219,
2017 Jamis Laser 2.0,690,56867,219,
2017 Jamis Starlite,690,57718,219,
2015 Jamis Starlite,690,57718,219,
1995 Univega Activa Action,751,41725,219,
1996 Univega Rover 300,751,45041,219,
1997 Mongoose Expert Comp,707,45958,219,
2010 Eastern Bikes Lowdown,985,57428,220,
2011 Eastern Bikes Lowdown 118,985,70674,220,
2003 Eastern Bikes Neutron 9-Volt,985,54898,220,
2003 Eastern Bikes Neutron Battery,985,54899,220,
1997 Jeep Renegade SE,905,45805,220,
1997 Scorpio AT100,778,74619,220,
1998 Gary Fisher Cleo Moto (01),682,47360,220,
2002 Gary Fisher Mr. Skinner,682,49331,220,
2000 Gary Fisher Mr. Skinner (Blue),682,51209,220,
2002 Gary Fisher Woody,682,52860,220,
2008 Gary Fisher Girl's PreCaliber Single Speed,682,66863,220,
2008 Gary Fisher PreCaliber Single Speed,682,66864,220,
2008 Gary Fisher PreCaliber SS,682,60124,220,
2008 Gary Fisher PreCaliber SS Girls,682,60125,220,
2000 Gary Fisher Tyro,682,65455,220,
2000 Gary Fisher Tyro,682,65455,220,
2014 Phat Cycles Sea Wind,1090,69157,220,
2014 Phat Cycles Sea Wind - Boy's (24-inch),1090,88167,220,
2014 Phat Cycles Sea Wind - Girl's (24-inch),1090,88166,220,
1999 Pyramid Key West,965,49783,220,
1999 Pyramid Retro-Alloy 7speed,965,49786,220,
1999 Pyramid Retro-Springer,965,49788,220,
2010 Norco Hornet,714,68762,220,
2010 Norco Roxy,714,68174,220,
2010 Norco ZX50 AL,714,68184,220,
1997 Python Anaconda,815,43052,220,
1996 Python Anaconda,815,43052,220,
2012 Giant GFR CB,683,56734,220,
2011 Giant GFR FW,683,56735,220,
2010 Giant GFR FW,683,56735,220,
2009 Giant GFR FW,683,56735,220,
2006 Giant Modem G,683,56741,220,
2005 Giant Modem G,683,56741,220,
2007 Giant Rhythm,683,65466,220,
2006 Giant Rhythm G,683,56754,220,
2002 Giant Simple,683,52866,220,
2004 Giant Cypress ST,683,54984,220,
2003 Giant Cypress ST,683,54984,220,
2006 Giant Cypress ST x05,683,57530,220,
1998 Giant Option,683,42659,220,
2004 Giant Sedona ST,683,54993,220,
2003 Giant Sedona ST,683,54993,220,
2006 Giant Sedona ST x05,683,57575,220,
1999 Giant Upland,683,45616,220,
2011 Giant Bella,683,56724,220,
2003 Giant Boulder,683,64872,220,
2012 Giant GFR CB,683,56734,220,
2011 Giant GFR FW,683,56735,220,
2010 Giant GFR FW,683,56735,220,
2009 Giant GFR FW,683,56735,220,
2007 Giant Gloss,683,56737,220,
2006 Giant Gloss,683,56737,220,
2011 Giant Moda,683,62620,220,
2010 Giant Moda,683,62620,220,
2006 Giant MTX 125 Girls,683,57550,220,
2004 Giant MTX 225,683,47394,220,
2014 Giant Revel Jr. 20,683,84105,220,
2003 Giant Boulder,683,64872,220,
1999 Specialized Fatboy MX,741,49995,220,
2002 Specialized Vegas Dirtboy,741,54447,220,
2012 Specialized Boy's Hotrock 20 Coaster,741,71612,220,
2014 Specialized Boy's Hotrock 20 Street (6-Speed),741,73427,220,
2010 Specialized Boy's Hotrock Coaster 20,741,66639,220,
2012 Specialized Girl's Hotrock 20 Coaster,741,70325,220,
2011 Specialized Girl's Hotrock 20 Coaster,741,70325,220,
2010 Specialized Girl's Hotrock Coaster 20,741,66640,220,
2011 Specialized Hotrock 16 Coaster,741,64494,220,
2013 Specialized Hotrock 16 Coaster Boys,741,75790,220,
2011 Specialized Hotrock 16 Coaster Girl,741,64495,220,
2013 Specialized Hotrock 16 Coaster Girls,741,75791,220,
2002 Specialized Hotrock 20,741,44845,220,
2004 Specialized Hotrock 20 6 Speed,741,56364,220,
2004 Specialized Hotrock 20 6-Speed Girl's,741,56365,220,
2009 Specialized Hotrock 20 Coaster,741,55523,220,
2009 Specialized Hotrock 20 Coaster Girls,741,55524,220,
2002 Specialized Hotrock 20 Girls,741,54430,220,
2003 Specialized Hotrock 24,741,48117,220,
2003 Specialized Hotrock 24 Girls,741,54432,220,
2004 SE Racing Assassin,819,46355,220,
2007 SE Racing Lil Wildman,819,56305,220,
2013 SE Racing Bronco 16,819,69566,220,
1997 Dahon Getaway PT01,677,45385,220,
1996 Iron Horse IFR,689,44112,220,
1998 Iron Horse IFR (01),689,45774,220,
2000 Iron Horse Journey,689,49477,220,
2003 Iron Horse Sage,689,55094,220,
1996 Iron Horse AT 20 (01),689,44103,220,
1996 Iron Horse AT 20 (02),689,44104,220,
1995 Iron Horse AT20,689,42731,220,
2004 Iron Horse Maverick Sport,689,55887,220,
2017 Redline Flight AP Jr.,816,89828,220,
2012 Redline Raid 16,816,64258,220,
2011 Redline Raid 20 (Freewheel),816,70800,220,
1998 Redline RL 380,816,47851,220,
2004 Redline Slash,816,55404,220,
2010 Redline T&T; Rival 18,816,69182,220,
2012 Redline Raid 16,816,64258,220,
2011 Redline Raid 20 (Freewheel),816,70800,220,
2004 K2 Shovel,928,49507,220,
2004 K2 Zed 20,928,54112,220,
2003 K2 Zed 20,928,54112,220,
1999 Cignal Montauk,674,40931,220,
2000 Cignal Rialto,674,40936,220,
1998 Cignal Rialto,674,40936,220,
1997 Cignal Rialto,674,40936,220,
1999 Cignal Rialto (01),674,48817,220,
1999 Cignal Rialto (02),674,48818,220,
1996 Cignal Cherokee,674,74293,220,
1999 Cignal Montauk,674,40931,220,
1997 Cignal Ranger SX,674,45342,220,
1997 Diamondback Assault,679,42587,220,
1998 Diamondback Assault (01),679,47225,220,
2014 Diamondback Grind,679,52791,220,
2013 Diamondback Grind,679,52791,220,
2009 Diamondback Grind,679,52791,220,
